EmployeeID,Department,Region_Employment,Education Level,Gender,Recruitment Channel,NO_Trainings_LstYear,Age,previous_year_rating,Service Length,Awards,Avg_Training_Score,Is Promoted
3970,HR,2,Master's & above,f,other,1,50.0,5.0,7,NO,50.0,NO
20053,Sales & Marketing,2,Bachelor's,f,,1,38.0,4.0,10,NO,48.0,NO
11485,Procurement,12,Bachelor's,m,other,1,33.0,4.0,5,NO,69.0,NO
51859,Technology,5,Bachelor's,f,,1,26.0,4.0,3,NO,80.0,YES
2661,R&D,22,Bachelor's,m,,2,30.0,3.0,2,NO,86.0,NO
57613,Sales & Marketing,13,Bachelor's,f,other,1,28.0,2.0,5,NO,52.0,NO
6497,Analytics,2,Master's & above,m,sourcing,2,32.0,3.0,8,NO,85.0,NO
36536,Analytics,25,Bachelor's,m,other,1,30.0,1.0,2,NO,85.0,NO
4945,Sales & Marketing,4,Bachelor's,m,sourcing,1,37.0,2.0,3,NO,46.0,NO
1225,Sales & Marketing,25,,m,,1,32.0,1.0,8,NO,47.0,NO
52283,HR,2,Bachelor's,f,other,1,55.0,5.0,4,NO,53.0,NO
65033,Operations,2,Master's & above,f,,1,44.0,5.0,6,YES,60.0,NO
49245,Sales & Marketing,29,Bachelor's,m,,1,28.0,1.0,4,NO,52.0,NO
12754,Operations,2,Master's & above,m,,1,45.0,3.0,6,NO,56.0,NO
51126,Technology,13,Bachelor's,f,sourcing,1,26.0,4.0,3,NO,78.0,NO
7850,Operations,13,Bachelor's,f,sourcing,1,33.0,4.0,6,NO,62.0,NO
77196,Sales & Marketing,2,Master's & above,f,sourcing,1,42.0,3.0,14,NO,46.0,NO
28426,Sales & Marketing,2,Bachelor's,m,,1,30.0,5.0,5,NO,53.0,NO
57781,Sales & Marketing,4,Master's & above,m,,2,35.0,1.0,6,NO,50.0,NO
26724,Finance,13,Master's & above,m,other,1,37.0,5.0,5,NO,58.0,NO
13209,Procurement,19,Bachelor's,m,other,1,34.0,3.0,5,NO,70.0,NO
68329,Procurement,12,Bachelor's,m,other,1,33.0,3.0,6,NO,67.0,NO
9752,Sales & Marketing,5,,m,,1,27.0,,1,NO,47.0,NO
42815,Procurement,13,Bachelor's,m,other,2,31.0,3.0,4,NO,70.0,NO
49308,Sales & Marketing,7,Master's & above,m,sourcing,2,45.0,5.0,13,NO,47.0,NO
58804,Analytics,25,Bachelor's,m,,1,30.0,4.0,4,NO,84.0,NO
66590,Sales & Marketing,2,Bachelor's,m,sourcing,2,25.0,,1,NO,,NO
953,Technology,7,Bachelor's,f,other,1,31.0,4.0,2,NO,79.0,NO
11619,Sales & Marketing,20,Bachelor's,m,sourcing,1,32.0,4.0,2,NO,49.0,NO
19665,Operations,29,Bachelor's,m,sourcing,1,27.0,1.0,4,NO,67.0,NO
16686,Sales & Marketing,26,Bachelor's,m,other,1,32.0,1.0,10,NO,51.0,NO
50544,Operations,26,Bachelor's,m,other,1,49.0,3.0,18,NO,,NO
65299,Procurement,27,Bachelor's,m,sourcing,3,38.0,1.0,10,NO,64.0,NO
69685,Technology,17,Bachelor's,f,sourcing,1,29.0,3.0,1,NO,79.0,YES
76579,Sales & Marketing,7,Master's & above,f,other,1,37.0,5.0,3,YES,98.0,YES
55499,Sales & Marketing,25,Bachelor's,m,other,1,31.0,,1,NO,48.0,NO
3896,Operations,29,Master's & above,m,,1,31.0,5.0,3,NO,60.0,YES
57854,Technology,2,,f,other,1,50.0,3.0,16,NO,82.0,NO
68101,Sales & Marketing,27,Bachelor's,m,sourcing,1,38.0,3.0,7,NO,52.0,NO
20860,Technology,25,Bachelor's,f,other,1,27.0,5.0,2,NO,80.0,NO
49977,Procurement,24,Master's & above,m,other,1,39.0,3.0,6,NO,67.0,NO
49483,Operations,26,Bachelor's,f,sourcing,1,34.0,4.0,6,NO,62.0,NO
61119,Sales & Marketing,22,Bachelor's,f,other,1,29.0,1.0,1,NO,54.0,NO
23374,HR,2,Below Secondary,m,sourcing,1,22.0,5.0,2,YES,52.0,YES
33041,Technology,19,Bachelor's,m,other,2,32.0,4.0,2,NO,79.0,NO
49344,Technology,20,Master's & above,m,sourcing,1,39.0,4.0,9,NO,95.0,YES
55144,Technology,22,Master's & above,m,sourcing,1,33.0,2.0,7,NO,79.0,NO
38677,Operations,4,Bachelor's,f,other,1,36.0,3.0,8,NO,60.0,NO
70346,Technology,7,Bachelor's,f,,2,31.0,4.0,3,NO,74.0,NO
60198,R&D,15,Master's & above,m,sourcing,2,35.0,3.0,10,NO,83.0,NO
12440,Sales & Marketing,2,Bachelor's,m,sourcing,1,35.0,5.0,6,NO,50.0,NO
47941,Sales & Marketing,16,Bachelor's,m,sourcing,1,42.0,2.0,3,NO,50.0,NO
9183,Operations,16,Bachelor's,m,other,1,28.0,3.0,3,NO,66.0,NO
38887,Sales & Marketing,11,Bachelor's,m,sourcing,2,36.0,5.0,9,NO,50.0,NO
10599,HR,2,Master's & above,m,other,1,48.0,3.0,20,NO,46.0,NO
58879,Technology,22,Bachelor's,f,sourcing,1,29.0,5.0,5,NO,82.0,NO
57468,Operations,4,Bachelor's,m,sourcing,1,43.0,5.0,5,NO,58.0,NO
50054,Analytics,4,Bachelor's,m,sourcing,2,36.0,5.0,3,NO,85.0,NO
3606,Procurement,33,Bachelor's,m,other,1,27.0,2.0,2,NO,71.0,NO
30209,Technology,7,Master's & above,m,sourcing,1,30.0,3.0,6,NO,78.0,NO
32753,Sales & Marketing,22,Bachelor's,m,other,1,25.0,2.0,2,NO,52.0,NO
9861,HR,2,Master's & above,f,sourcing,1,36.0,3.0,9,NO,50.0,YES
22816,Technology,7,Master's & above,f,,2,41.0,1.0,7,NO,83.0,NO
62280,Operations,31,Bachelor's,m,sourcing,1,32.0,3.0,7,NO,52.0,NO
57778,Technology,24,Bachelor's,f,sourcing,1,29.0,3.0,4,NO,79.0,NO
29243,Finance,30,Bachelor's,m,other,1,28.0,5.0,2,NO,60.0,YES
46500,Technology,5,Bachelor's,f,sourcing,1,30.0,2.0,3,NO,79.0,NO
55547,Procurement,2,Master's & above,f,other,1,50.0,5.0,9,NO,74.0,YES
58799,Technology,2,Master's & above,f,other,1,42.0,3.0,6,NO,80.0,NO
62826,Technology,4,Bachelor's,f,sourcing,1,35.0,3.0,6,NO,79.0,NO
49492,HR,22,Below Secondary,m,other,1,22.0,3.0,2,NO,50.0,NO
504,Sales & Marketing,25,Bachelor's,m,,1,29.0,3.0,2,NO,50.0,NO
7563,Procurement,22,Master's & above,m,other,4,33.0,2.0,4,NO,70.0,NO
1950,Operations,15,Bachelor's,m,other,1,28.0,4.0,7,NO,62.0,NO
33924,Procurement,31,Master's & above,f,sourcing,2,35.0,5.0,3,NO,70.0,NO
22020,Analytics,22,Bachelor's,m,other,1,26.0,,1,NO,86.0,NO
12157,Procurement,2,Master's & above,m,sourcing,1,34.0,2.0,5,NO,73.0,NO
76933,Technology,2,Bachelor's,f,other,2,58.0,2.0,18,NO,78.0,NO
14394,Technology,7,Bachelor's,f,other,1,28.0,1.0,2,NO,81.0,NO
52335,Sales & Marketing,33,Bachelor's,f,other,1,31.0,1.0,9,NO,49.0,NO
43378,Sales & Marketing,9,Bachelor's,m,other,2,25.0,,1,NO,48.0,NO
19131,R&D,22,Master's & above,m,sourcing,1,36.0,4.0,7,NO,78.0,NO
60117,Operations,2,Below Secondary,f,other,1,22.0,4.0,2,NO,58.0,NO
41793,Operations,26,Bachelor's,f,,1,32.0,5.0,3,NO,60.0,NO
38718,Procurement,30,Bachelor's,f,sourcing,1,28.0,3.0,4,NO,66.0,NO
1173,Sales & Marketing,25,Bachelor's,m,,1,32.0,5.0,5,NO,46.0,NO
38818,Analytics,1,Master's & above,m,,2,30.0,3.0,6,NO,83.0,NO
23649,Analytics,20,Bachelor's,m,other,1,29.0,1.0,6,NO,82.0,NO
56587,Sales & Marketing,2,,m,sourcing,1,38.0,5.0,9,NO,44.0,NO
3092,Technology,22,Master's & above,m,sourcing,1,42.0,4.0,12,NO,79.0,NO
31818,Sales & Marketing,1,Master's & above,f,,1,34.0,5.0,2,NO,49.0,NO
2080,Technology,2,Bachelor's,f,sourcing,1,36.0,4.0,8,NO,86.0,NO
65778,Operations,7,Bachelor's,f,other,1,33.0,3.0,6,NO,60.0,NO
77479,Sales & Marketing,11,Master's & above,m,,1,31.0,4.0,3,NO,47.0,NO
4593,HR,22,Master's & above,f,sourcing,1,32.0,3.0,5,NO,48.0,NO
6667,Operations,11,Master's & above,m,other,1,41.0,5.0,3,NO,63.0,NO
33422,Technology,7,Master's & above,f,other,1,48.0,1.0,16,NO,79.0,NO
64110,Sales & Marketing,31,Bachelor's,m,sourcing,1,31.0,3.0,2,NO,51.0,NO
10239,Analytics,31,Bachelor's,m,other,1,42.0,3.0,2,NO,89.0,NO
38074,Sales & Marketing,33,Bachelor's,m,other,1,43.0,3.0,13,NO,52.0,NO
42945,Analytics,30,Bachelor's,m,sourcing,2,29.0,4.0,3,NO,82.0,NO
31716,Sales & Marketing,9,Bachelor's,m,sourcing,1,28.0,,1,NO,50.0,NO
13746,Sales & Marketing,7,Master's & above,m,other,1,37.0,3.0,8,NO,50.0,NO
33163,Finance,2,Bachelor's,m,other,1,28.0,,1,NO,59.0,NO
10395,Sales & Marketing,22,Bachelor's,f,,1,30.0,5.0,6,NO,54.0,NO
34710,Operations,15,Bachelor's,m,other,1,48.0,5.0,5,NO,60.0,NO
27893,Operations,9,Master's & above,f,other,1,33.0,3.0,7,NO,55.0,NO
75499,Sales & Marketing,31,Bachelor's,m,other,2,25.0,,1,NO,48.0,NO
39055,Operations,15,Bachelor's,f,other,1,44.0,3.0,14,NO,64.0,NO
31976,Analytics,2,Bachelor's,m,sourcing,2,28.0,5.0,4,NO,85.0,NO
30579,Analytics,31,Bachelor's,m,,1,38.0,2.0,10,NO,83.0,NO
61070,Operations,20,Bachelor's,f,,1,36.0,5.0,9,NO,64.0,NO
71821,Operations,2,Bachelor's,m,,3,34.0,3.0,10,NO,64.0,NO
3616,Operations,2,Master's & above,f,other,2,36.0,1.0,7,NO,60.0,NO
68443,Sales & Marketing,25,Bachelor's,m,other,1,25.0,3.0,2,NO,50.0,NO
51379,Technology,2,Master's & above,m,sourcing,1,54.0,1.0,24,NO,80.0,NO
31967,Procurement,7,Bachelor's,f,sourcing,1,49.0,3.0,15,NO,72.0,NO
13789,Sales & Marketing,25,Master's & above,f,other,1,34.0,3.0,2,NO,44.0,NO
6291,Operations,2,Bachelor's,f,,1,57.0,5.0,15,NO,57.0,NO
17505,Sales & Marketing,22,Bachelor's,m,sourcing,1,27.0,4.0,6,NO,49.0,YES
75118,Operations,2,Master's & above,m,other,1,58.0,5.0,26,NO,55.0,NO
16554,Technology,2,Bachelor's,f,,1,29.0,2.0,3,NO,79.0,NO
47986,Sales & Marketing,2,Bachelor's,f,other,1,34.0,5.0,4,NO,47.0,NO
4006,Operations,4,Master's & above,m,sourcing,1,30.0,,1,NO,,YES
68083,Technology,2,Bachelor's,f,,1,32.0,2.0,7,NO,78.0,NO
35147,Analytics,22,Bachelor's,m,,1,26.0,3.0,2,NO,87.0,NO
5706,Sales & Marketing,15,,m,other,1,,,1,NO,48.0,NO
24354,Sales & Marketing,2,Master's & above,f,other,1,59.0,1.0,5,NO,47.0,NO
60327,Technology,7,Master's & above,m,other,2,39.0,4.0,7,YES,80.0,NO
59626,Sales & Marketing,22,Bachelor's,m,referred,2,27.0,,1,NO,48.0,NO
41929,Procurement,17,Bachelor's,f,,1,48.0,3.0,15,NO,67.0,NO
56927,Operations,13,Bachelor's,m,other,1,44.0,5.0,4,NO,58.0,NO
15529,Technology,7,Bachelor's,m,sourcing,2,37.0,3.0,8,NO,83.0,YES
12476,HR,2,Master's & above,m,sourcing,1,45.0,1.0,2,NO,51.0,NO
66219,Analytics,13,Master's & above,m,other,1,49.0,3.0,6,YES,87.0,NO
63898,Technology,2,Below Secondary,m,other,1,23.0,,1,NO,82.0,NO
45554,Operations,21,Bachelor's,f,other,1,29.0,,1,NO,,NO
73452,Operations,22,Master's & above,f,sourcing,1,35.0,4.0,7,NO,57.0,NO
66425,Procurement,17,Bachelor's,f,sourcing,2,28.0,3.0,3,NO,69.0,NO
32841,Sales & Marketing,2,Bachelor's,f,sourcing,1,31.0,5.0,4,NO,56.0,NO
38226,Technology,26,Bachelor's,f,other,1,28.0,,1,NO,79.0,NO
35194,Analytics,29,Bachelor's,m,other,1,27.0,5.0,2,NO,84.0,NO
46343,Technology,26,Master's & above,m,,1,31.0,5.0,3,NO,83.0,NO
54069,Finance,31,Bachelor's,m,,2,27.0,3.0,2,NO,62.0,NO
47320,Sales & Marketing,22,Master's & above,m,other,2,37.0,1.0,3,NO,49.0,NO
58568,Operations,11,Bachelor's,f,sourcing,1,35.0,5.0,5,NO,64.0,NO
40325,-,22,Bachelor's,f,other,1,24.0,,1,NO,79.0,NO
3200,Operations,26,Bachelor's,m,other,1,44.0,3.0,13,NO,56.0,NO
64546,HR,20,Bachelor's,m,sourcing,1,27.0,5.0,5,NO,55.0,NO
9724,Technology,1,Bachelor's,m,sourcing,1,28.0,3.0,6,NO,83.0,NO
55426,Technology,2,Master's & above,f,,1,34.0,3.0,7,NO,75.0,NO
33484,Procurement,7,Bachelor's,f,other,1,47.0,5.0,3,NO,68.0,NO
6739,Finance,7,Bachelor's,f,sourcing,1,31.0,5.0,6,NO,60.0,NO
47617,Technology,26,Bachelor's,m,sourcing,2,30.0,4.0,5,NO,79.0,NO
38706,Sales & Marketing,7,Master's & above,f,other,1,42.0,3.0,15,NO,49.0,NO
36703,Sales & Marketing,32,Bachelor's,m,other,3,34.0,3.0,3,NO,49.0,NO
346,Sales & Marketing,27,Bachelor's,m,other,1,39.0,5.0,10,NO,51.0,NO
58817,Operations,27,Master's & above,f,sourcing,1,40.0,4.0,11,NO,65.0,NO
29520,Operations,2,Bachelor's,f,sourcing,1,48.0,2.0,2,NO,58.0,NO
59316,Technology,5,Bachelor's,f,other,1,25.0,4.0,4,NO,83.0,NO
30741,Sales & Marketing,13,Master's & above,m,other,2,49.0,1.0,4,NO,53.0,NO
3334,Technology,14,Bachelor's,f,other,1,37.0,4.0,8,NO,81.0,NO
5547,Operations,22,Bachelor's,m,other,2,35.0,5.0,7,NO,64.0,YES
45594,Sales & Marketing,7,Master's & above,m,other,2,47.0,1.0,8,NO,50.0,NO
12944,Operations,22,Bachelor's,m,,1,39.0,3.0,5,NO,55.0,NO
19358,Sales & Marketing,2,Bachelor's,f,,1,25.0,5.0,2,NO,48.0,NO
27849,Procurement,11,Master's & above,m,other,1,42.0,4.0,7,NO,75.0,NO
44612,Technology,6,Bachelor's,f,sourcing,1,,,1,NO,79.0,YES
47720,Operations,2,Bachelor's,f,other,1,26.0,3.0,5,NO,57.0,NO
31283,Analytics,22,Master's & above,m,other,2,38.0,1.0,7,NO,85.0,NO
38464,Legal,22,Bachelor's,f,sourcing,1,27.0,4.0,2,NO,63.0,NO
69592,HR,27,Bachelor's,f,other,1,27.0,4.0,2,NO,53.0,NO
44327,HR,2,Bachelor's,m,other,1,34.0,3.0,6,NO,48.0,NO
10798,Technology,26,Below Secondary,m,sourcing,2,25.0,,1,NO,82.0,NO
77390,Finance,27,Bachelor's,f,other,1,32.0,3.0,6,NO,58.0,NO
2305,Technology,7,Bachelor's,f,other,2,30.0,2.0,2,NO,78.0,NO
73328,Analytics,2,Master's & above,m,other,1,38.0,3.0,9,NO,83.0,NO
7248,Analytics,22,Bachelor's,m,other,2,27.0,3.0,3,NO,87.0,NO
61982,Procurement,10,Bachelor's,m,sourcing,2,29.0,3.0,7,NO,71.0,NO
70659,Sales & Marketing,9,,m,sourcing,1,35.0,4.0,8,NO,50.0,NO
66383,Sales & Marketing,23,Bachelor's,m,sourcing,1,35.0,4.0,7,NO,43.0,YES
28450,Technology,2,Bachelor's,f,other,2,45.0,5.0,4,NO,81.0,NO
21913,Finance,2,Bachelor's,m,sourcing,2,32.0,3.0,6,NO,,NO
55758,Sales & Marketing,16,,m,,1,21.0,,1,NO,52.0,NO
9051,Sales & Marketing,27,Bachelor's,m,,2,29.0,,1,NO,50.0,NO
12069,Procurement,2,Bachelor's,m,,1,38.0,2.0,11,NO,69.0,NO
16244,Finance,28,Bachelor's,f,,1,25.0,,1,NO,62.0,NO
64937,Technology,26,Bachelor's,f,other,1,27.0,5.0,3,NO,85.0,YES
5664,Procurement,2,Bachelor's,m,other,1,37.0,5.0,8,NO,71.0,NO
13580,Sales & Marketing,7,Bachelor's,m,other,1,41.0,1.0,13,NO,44.0,NO
37734,Operations,22,Master's & above,m,other,2,43.0,2.0,4,NO,62.0,NO
47466,Finance,31,Bachelor's,m,other,1,27.0,3.0,3,NO,60.0,NO
14575,Sales & Marketing,22,Bachelor's,f,other,2,27.0,3.0,2,NO,49.0,NO
32368,Operations,2,Bachelor's,f,sourcing,1,54.0,4.0,25,NO,63.0,NO
47611,Analytics,31,Bachelor's,m,,1,40.0,3.0,6,NO,84.0,NO
2362,Operations,5,Bachelor's,m,other,1,35.0,2.0,8,NO,62.0,NO
59901,Operations,2,Master's & above,f,sourcing,1,39.0,2.0,7,NO,69.0,YES
48137,Sales & Marketing,22,Master's & above,m,,1,51.0,1.0,19,NO,53.0,NO
47238,Legal,22,Bachelor's,m,other,1,27.0,5.0,2,NO,,NO
36849,Technology,23,Bachelor's,f,sourcing,1,30.0,2.0,5,NO,81.0,NO
1391,Finance,2,Master's & above,m,other,2,43.0,5.0,5,NO,62.0,NO
48191,Sales & Marketing,24,Bachelor's,m,sourcing,2,34.0,3.0,7,NO,49.0,NO
6210,Finance,2,Bachelor's,m,,2,31.0,3.0,7,NO,57.0,NO
41862,Analytics,13,Master's & above,m,other,1,38.0,1.0,5,NO,87.0,NO
72981,HR,32,Bachelor's,m,sourcing,1,32.0,2.0,7,NO,51.0,NO
26428,Sales & Marketing,11,Bachelor's,m,other,2,27.0,,1,NO,,NO
361,Sales & Marketing,1,Bachelor's,m,other,1,29.0,4.0,5,NO,50.0,NO
51097,Procurement,22,Bachelor's,f,,1,28.0,1.0,6,NO,68.0,NO
42392,Operations,2,Bachelor's,m,other,2,33.0,4.0,2,NO,73.0,YES
18477,Technology,14,Bachelor's,f,other,3,39.0,5.0,2,NO,91.0,YES
71153,Sales & Marketing,30,Master's & above,m,sourcing,1,44.0,3.0,11,NO,47.0,NO
48572,Sales & Marketing,2,Master's & above,f,,1,33.0,4.0,4,NO,52.0,NO
51252,Sales & Marketing,14,Master's & above,m,,1,36.0,4.0,2,NO,52.0,NO
43690,Sales & Marketing,2,Bachelor's,f,other,1,56.0,1.0,15,NO,50.0,NO
63605,Sales & Marketing,15,Master's & above,m,,1,38.0,5.0,10,NO,49.0,NO
28563,Legal,2,Bachelor's,m,,1,43.0,1.0,6,NO,57.0,NO
75830,Operations,22,Bachelor's,m,other,1,29.0,4.0,2,NO,65.0,NO
12467,Sales & Marketing,29,,m,sourcing,1,28.0,1.0,2,NO,44.0,NO
33453,Sales & Marketing,16,Bachelor's,m,other,1,50.0,3.0,9,NO,51.0,NO
43202,Procurement,2,Master's & above,m,,1,54.0,5.0,19,NO,66.0,NO
74769,Procurement,4,Bachelor's,m,,4,30.0,3.0,5,NO,65.0,NO
49913,Sales & Marketing,2,Master's & above,f,other,1,37.0,5.0,2,NO,49.0,NO
19750,Operations,16,Bachelor's,f,sourcing,1,28.0,,1,NO,,NO
21385,Operations,13,Master's & above,f,other,1,36.0,5.0,2,NO,,NO
60601,Sales & Marketing,8,Bachelor's,m,other,1,27.0,3.0,4,NO,50.0,NO
3661,Procurement,2,Bachelor's,f,,2,25.0,3.0,5,NO,74.0,NO
51141,Analytics,29,Bachelor's,m,other,2,27.0,,1,NO,82.0,NO
24486,Sales & Marketing,27,Bachelor's,m,other,1,30.0,5.0,6,NO,46.0,NO
76342,Operations,2,Bachelor's,m,sourcing,1,31.0,5.0,4,NO,58.0,NO
1156,HR,31,Master's & above,f,,1,34.0,5.0,7,NO,50.0,NO
73104,Procurement,2,Bachelor's,f,sourcing,4,34.0,3.0,9,NO,74.0,NO
57184,Sales & Marketing,2,Bachelor's,m,,1,37.0,3.0,8,NO,49.0,NO
3911,Technology,5,Bachelor's,f,sourcing,1,31.0,3.0,4,NO,79.0,NO
25109,Finance,26,Bachelor's,m,other,1,28.0,4.0,3,NO,62.0,NO
927,Legal,22,Bachelor's,f,sourcing,1,29.0,3.0,2,NO,60.0,NO
45873,Operations,4,Bachelor's,m,sourcing,1,45.0,5.0,3,NO,,NO
15905,Operations,7,Bachelor's,m,other,1,30.0,2.0,6,NO,56.0,NO
2594,Sales & Marketing,22,Bachelor's,m,,1,28.0,5.0,5,NO,50.0,NO
53470,Sales & Marketing,15,Bachelor's,m,sourcing,1,30.0,3.0,3,NO,53.0,NO
31955,Analytics,28,Master's & above,m,,1,41.0,5.0,3,NO,89.0,NO
49490,Analytics,26,Bachelor's,m,other,1,28.0,5.0,5,NO,91.0,YES
18899,Technology,3,Bachelor's,m,,1,26.0,4.0,2,NO,82.0,NO
50299,Procurement,22,Bachelor's,m,other,3,28.0,,1,NO,70.0,NO
66136,Sales & Marketing,7,,m,other,1,29.0,4.0,6,NO,54.0,NO
62148,Technology,10,Bachelor's,m,other,1,27.0,2.0,2,NO,77.0,NO
22507,Sales & Marketing,26,Bachelor's,m,other,2,37.0,2.0,6,NO,49.0,NO
15248,Analytics,6,Bachelor's,m,sourcing,2,35.0,5.0,2,NO,85.0,NO
47791,Analytics,22,Bachelor's,m,sourcing,2,29.0,,1,NO,84.0,YES
54641,Sales & Marketing,2,Bachelor's,m,sourcing,3,31.0,1.0,7,NO,50.0,NO
28116,Technology,2,Bachelor's,f,sourcing,1,28.0,,1,NO,81.0,NO
53019,Sales & Marketing,11,Master's & above,m,other,1,43.0,3.0,12,NO,52.0,NO
13435,Operations,22,Bachelor's,f,other,1,27.0,2.0,2,NO,58.0,NO
14690,Procurement,2,Master's & above,m,sourcing,1,30.0,3.0,4,NO,69.0,NO
60797,Analytics,5,Bachelor's,m,other,2,31.0,4.0,2,NO,80.0,NO
24850,Sales & Marketing,7,Bachelor's,m,,1,42.0,3.0,15,NO,51.0,NO
56244,Operations,21,Master's & above,m,,2,35.0,5.0,7,NO,64.0,NO
44994,Operations,22,Bachelor's,f,other,1,31.0,5.0,4,NO,64.0,NO
77139,Sales & Marketing,2,Bachelor's,f,sourcing,1,46.0,2.0,8,NO,54.0,NO
50089,Technology,22,Bachelor's,f,,2,27.0,1.0,3,NO,81.0,NO
29593,Procurement,14,Master's & above,m,,1,33.0,3.0,5,NO,67.0,NO
3305,Sales & Marketing,2,Bachelor's,m,referred,1,34.0,2.0,4,NO,51.0,NO
77145,Sales & Marketing,19,Bachelor's,m,other,1,27.0,1.0,4,NO,50.0,NO
46482,Analytics,25,Master's & above,m,sourcing,1,35.0,5.0,4,NO,96.0,YES
33545,Operations,27,Bachelor's,m,sourcing,1,38.0,4.0,9,NO,59.0,NO
46651,Technology,31,Bachelor's,m,other,1,28.0,,1,NO,79.0,NO
14632,Sales & Marketing,23,Master's & above,m,other,1,40.0,3.0,9,NO,49.0,NO
40788,-,7,Master's & above,m,other,1,31.0,3.0,2,NO,82.0,NO
53321,Sales & Marketing,1,Master's & above,m,other,1,32.0,3.0,7,NO,50.0,NO
74791,Procurement,4,Master's & above,f,,1,39.0,4.0,8,NO,66.0,NO
59663,Operations,5,Bachelor's,f,,1,30.0,3.0,4,NO,,NO
52517,Analytics,31,Bachelor's,m,other,2,34.0,3.0,7,NO,81.0,NO
67786,Technology,30,Master's & above,m,,1,43.0,3.0,5,NO,75.0,NO
22551,Technology,29,Master's & above,m,,1,40.0,2.0,7,NO,81.0,NO
17068,Operations,2,Bachelor's,f,sourcing,2,32.0,5.0,4,NO,58.0,NO
24446,Sales & Marketing,2,Master's & above,m,other,1,40.0,5.0,5,NO,49.0,NO
37754,Operations,2,Bachelor's,f,,1,37.0,4.0,7,NO,55.0,NO
21299,Operations,11,Bachelor's,f,other,1,29.0,,1,NO,62.0,NO
5969,Analytics,2,Bachelor's,m,other,1,31.0,3.0,7,NO,83.0,YES
28408,HR,23,Master's & above,m,other,1,37.0,4.0,11,NO,49.0,NO
68542,Sales & Marketing,2,,m,sourcing,1,51.0,4.0,15,NO,53.0,NO
78041,Procurement,2,Bachelor's,f,other,1,59.0,4.0,18,NO,68.0,NO
16919,Analytics,28,Bachelor's,m,other,2,35.0,3.0,4,NO,84.0,NO
1374,Finance,13,Bachelor's,m,sourcing,2,25.0,5.0,3,NO,60.0,NO
42571,Sales & Marketing,7,Bachelor's,m,other,1,35.0,4.0,9,NO,50.0,NO
12775,Operations,7,Master's & above,m,sourcing,1,36.0,5.0,9,NO,66.0,NO
8151,Sales & Marketing,14,Bachelor's,m,other,3,28.0,,1,NO,50.0,YES
31636,Sales & Marketing,22,,m,sourcing,1,28.0,4.0,5,NO,48.0,NO
47525,Analytics,3,Bachelor's,m,,1,36.0,5.0,5,NO,83.0,NO
27508,Sales & Marketing,2,Bachelor's,m,sourcing,3,43.0,1.0,3,NO,54.0,NO
18692,Sales & Marketing,7,Master's & above,m,other,1,37.0,4.0,5,NO,49.0,NO
77149,Procurement,13,Master's & above,m,other,1,32.0,3.0,5,NO,71.0,YES
56650,Procurement,4,Bachelor's,f,,1,30.0,,1,NO,68.0,NO
4357,Operations,2,Bachelor's,m,,3,25.0,5.0,2,NO,,NO
3522,Analytics,2,Bachelor's,f,,1,31.0,3.0,5,NO,85.0,YES
2618,Operations,15,Bachelor's,f,sourcing,1,41.0,4.0,3,NO,62.0,NO
75119,Sales & Marketing,28,Master's & above,m,other,1,36.0,4.0,4,NO,46.0,NO
32435,Sales & Marketing,2,Bachelor's,f,sourcing,1,32.0,4.0,3,NO,51.0,NO
63773,Procurement,17,Bachelor's,f,,1,53.0,3.0,20,NO,64.0,NO
12886,Sales & Marketing,28,Master's & above,m,sourcing,1,45.0,4.0,9,NO,49.0,NO
17103,Sales & Marketing,28,Bachelor's,m,sourcing,2,34.0,3.0,9,NO,49.0,NO
10252,Procurement,12,Master's & above,m,other,1,33.0,5.0,7,NO,73.0,NO
71819,Sales & Marketing,2,Bachelor's,f,,1,60.0,3.0,34,NO,46.0,NO
14070,Operations,21,Bachelor's,m,,1,38.0,4.0,7,NO,58.0,NO
52661,Operations,15,Bachelor's,m,sourcing,1,42.0,5.0,11,NO,64.0,NO
70827,Procurement,15,Bachelor's,m,sourcing,1,39.0,4.0,7,NO,72.0,NO
17863,Operations,14,Master's & above,m,sourcing,1,45.0,3.0,5,NO,63.0,NO
10190,Analytics,30,Bachelor's,m,sourcing,1,30.0,4.0,7,NO,82.0,NO
186,Technology,8,Bachelor's,m,other,1,30.0,3.0,3,NO,79.0,NO
33421,Finance,28,Bachelor's,f,,1,29.0,2.0,2,NO,58.0,NO
39440,HR,25,Master's & above,f,,1,36.0,5.0,2,NO,63.0,YES
70085,Technology,13,Master's & above,m,sourcing,1,42.0,4.0,4,NO,79.0,NO
41230,Technology,2,Bachelor's,m,other,1,38.0,5.0,5,NO,78.0,YES
54010,Technology,20,Bachelor's,f,other,1,33.0,3.0,3,NO,82.0,NO
49467,Sales & Marketing,21,Bachelor's,m,other,1,26.0,3.0,3,NO,44.0,NO
63870,Operations,22,Bachelor's,f,other,1,32.0,3.0,7,NO,76.0,YES
20830,Technology,7,Bachelor's,m,,1,30.0,4.0,5,NO,78.0,NO
71404,Analytics,28,Bachelor's,m,sourcing,3,28.0,3.0,6,NO,81.0,NO
59819,Operations,22,Master's & above,m,,1,34.0,5.0,8,NO,64.0,YES
70725,Legal,7,Master's & above,m,other,1,39.0,3.0,9,NO,60.0,NO
21392,Procurement,17,Master's & above,f,other,1,43.0,2.0,5,NO,69.0,NO
